-1.061051652344970342e-01,4.415990780982685937e-01
4.728789102669407329e-01,1.241722411413099803e-01
-1.773190914757866166e-01,2.835185311042008882e-01
1.916409622549878344e-01,-2.051531772547607602e-01
-2.666619750749629758e-01,2.909746619324895534e-01
-4.757131037403063423e-01,1.010873244563925133e-01
-4.578282565971121265e-01,1.035205085322284391e-01
-4.395728626289608920e-01,-8.708228005678603223e-02
-4.319234430572565508e-01,-1.110440995375834294e-01
4.568466940254637398e-01,6.061513647592942089e-02
-2.350503336461455817e-01,3.722763454001449812e-01
-4.547738232078510912e-01,1.565026531133073551e-01
3.467059960139520225e-01,-2.079379569483403856e-01
2.834583505004079074e-01,4.713570347408566619e-01
1.975349796334253671e-01,4.810390515435265524e-01
-8.228773514974491166e-02,-3.340596703419606017e-01
4.078852209171992538e-01,-1.664904355243163048e-02
2.148266376863104954e-01,5.201988303179750917e-01
-3.043283338490757051e-01,2.802162780981911627e-01
4.358009793537855892e-01,3.112600004822668742e-01
-4.229993890894975794e-01,2.450774632210046544e-01
-4.830017962336730086e-01,-7.910065863089066340e-03
1.334297494301697196e-01,4.468194099041427059e-01
-3.556424381653615630e-01,-9.176993686331380573e-02
2.946758326844481912e-01,-3.549466541388078822e-01
-2.632856154763966172e-01,-1.429888464491240463e-01
-5.152657958681023942e-01,-5.889886601885302442e-02
-2.023487371710792071e-01,-2.119432672458902711e-01
1.029658070257354341e-01,-2.204567360130270937e-01
-2.283407573794275502e-01,3.124278948686711743e-01
2.572645473067979305e-01,2.061140211672903844e-01
2.634617045286580250e-01,4.782906270636410051e-01
-4.630080287222750890e-01,-1.373765953618876767e-01
-1.594891547899847106e-01,2.970231063687407413e-01
3.169900385035165913e-01,2.857570316890993833e-01
-2.921538975287630846e-01,3.383836359223332257e-01
-4.812587780486368705e-01,-4.139632291856226720e-02
3.654135220914972448e-01,-1.797504156029415545e-01
2.657441182448517791e-01,3.912479568299955801e-01
-2.468030776559356210e-01,-1.260862633057787674e-01
2.298012905609680967e-01,4.814320613922888903e-01
-6.318747231013849275e-02,4.424082990707106644e-01
-3.737070348187032098e-01,-5.684333725325435571e-02
-2.627760483499573807e-01,-3.666841822782111460e-01
1.238520527457920295e-02,5.610392861288983068e-01
4.112463290139910521e-01,7.980494156659079241e-03
2.197599243254991785e-01,2.553166223064857743e-01
-3.028584725385025100e-01,2.431704425862255547e-01
-4.806837782454671526e-01,-1.621540829913768467e-01
2.880943721753875808e-01,-1.802464986873320574e-01
1.349723547197612117e-01,3.696430698436753426e-01
-1.437353146485390587e-01,3.453105068359955121e-01
-4.811456907230905466e-01,1.839709031388087057e-01
-3.808653294655693355e-01,-2.032697944660832035e-01
-1.634847281261980201e-01,-3.245264660513902943e-01
-3.866004482401297349e-01,6.932123900611897316e-02
2.014400310234651936e-01,3.802405100765133827e-01
2.435339279805522894e-01,-3.334485261867750072e-01
-2.023688573162041315e-03,3.320791044727663399e-01
-1.862846551390592298e-01,-2.446690683232449481e-01
3.114521870476718579e-01,-2.163779819712140784e-01
1.026644949141828356e-01,-3.154032299548383267e-01
2.717339658531878754e-01,-1.817021455215598602e-01
-4.362563606573495734e-01,3.647090306929945402e-03
-1.922700625925974904e-01,-1.804529107974114643e-01
7.032545272209322906e-02,5.078230914386744344e-01
2.105669255006759055e-02,-2.469783822526727957e-01
4.829610813097305888e-01,2.197544948144667387e-01
-1.638788513852226236e-01,-3.174218981721064203e-01
3.404918832544318041e-01,3.333769366399554901e-01
-2.490843035829626850e-01,2.814142658285634369e-01
1.828027851749287613e-01,5.086347879356155621e-01
5.042592105392055268e-01,1.770873888499158166e-02
9.240636937408663876e-02,-2.125488411438769820e-01
-3.220368890330181921e-01,4.042605595501413962e-01
2.045016384573118406e-01,4.147721910792238065e-01
2.494959492010266899e-01,3.020167548488984499e-01
-4.237254402813309673e-01,-1.304557274659272625e-01
3.424182234488803989e-02,5.204609583825580144e-01
4.820585882642075548e-01,1.509414986132534553e-02
3.561771989014341777e-01,2.340548741951031797e-01
-3.793277525378557780e-01,-2.770106394306678377e-01
